Name,Java code,nb lines,code size,class size,class files
step.NanoBidu_1.0.jar,Yes,38,238,1776,1
pa3k.Viper_4.23.jar,No,0,33562,169821,73
conscience.Electron_1.3f.jar,No,0,249,2030,1
wompi.Wallaby_3.6.jar,Yes,609,746,5334,2
jk.mega.DrussGT_2.7.12.jar,Yes,6864,46919,129329,32
aaa.ScalarBot_0.012l7.jar,No,0,38770,304541,110
mld.DustBunny_3.1.jar,Yes,132,247,1904,1
eem.EvBot_v4.6.14.jar,No,0,35734,172234,37
jk.mega.DrussGT_1.0.2.jar,Yes,2897,16508,65986,17
rsk1.RSK1_4.0.jar,No,0,5109,15403,3
voidious.mini.Komarious_1.491.jar,Yes,377,1498,9470,4
gre.svman4.morfeas_1.5.jar,No,0,7515,60723,24
nat.Carola_0.2.jar,Yes,42,248,1823,1
rsalesc.roborio.Roborio_1.1.jar,No,0,24389,115666,89
oog.melee.CapuletDroid_1.1.jar,No,0,248,1858,1
voidious.Dookious_1.42.jar,Yes,4742,19703,139372,61
toz.Gnome_1.1.jar,Yes,68,249,1591,1
strider.Mer_1.1.0.jar,No,0,246,2107,1
cs.s2.Seraphim_2.3.1.jar,No,0,13865,48906,20
az.Ololobot_0.2.0.jar,No,0,7379,28757,9
eem.EvBotNG_v12.3.jar,Yes,11234,51942,283650,82
jk.micro.Toorkild_TC.jar,Yes,186,518,3071,1
mue.Hyperion_0.8.jar,No,0,17961,77342,36
AIR.iRobot_1.0.jar,No,0,1124,7173,2
boe.Minerva_0.15.jar,No,0,1403,6662,1
kc.micro.Needle_0.101.jar,Yes,152,732,4505,1
rsalesc.melee.Medina_0.3.3.jar,No,0,45543,244343,215
lxx.Tomcat_3.41a.jar,No,0,42094,379191,160
cs.ags.Scarlet_1.1c.jar,No,0,29891,128021,63
voidious.Dookious_1.145.jar,Yes,7537,33901,167714,28
Polkwane.PTteam_1.0.jar,No,0,1681,9716,2
cs.Mint_0.15.jar,No,0,16644,67535,31
dsekercioglu.LightningBlaster_1.1.jar,No,0,720,5947,2
extra.LightSauce_0.01.jar,Yes,43,164,1651,1
suh.mega.WaveSurferPG_1.06.jar,Yes,644,2574,26561,15
eem.EvBot_v4.5.9.jar,No,0,31710,157526,37
oog.melee.Lexical_0.1.jar,No,0,3601,10768,1
sL300.Mozart_life.jar,No,0,1768,6550,1
voidious.Dookious_1.152b.jar,Yes,7589,34511,169375,28
krzysiek.robbo2.Robbo_1.0.0.jar,No,0,3684,13506,2
conscience.Electron_1.3e.jar,No,0,236,2007,1
ahf.Acero_1.0.jar,Yes,38,246,1705,1
voidious.micro.Jen_1.061.jar,Yes,186,734,4611,2
rsalesc.melee.Monk_0.3.4c.jar,No,0,36413,192772,174
lxx.Tomcat_3.66.jar,No,0,42708,372950,156
voidious.Dookious_1.182.jar,Yes,7579,33956,166640,28
xander.cat.SamAxe_1.1.jar,No,0,40070,359772,137
cb.mega.Remedy_0.6b.jar,No,0,25112,97370,40
pez.rumble.CassiusClay_2rho.02nb.jar,Yes,2298,12726,88734,29
stelo.Spread_0.1.jar,Yes,1351,6916,30166,6
jk.melee.Neuromancer_6.7.jar,Yes,3800,24398,99150,33
voidious.Dookious_0.972.jar,Yes,6970,29975,150379,28
lucasslf.Wiggins_0.1.jar,No,0,8027,44558,8
voidious.Diamond_1.8.1.jar,Yes,11424,48859,406447,109
jk.mega.DrussGT_1.1.3.jar,Yes,3474,19428,66220,19
nat.holiday.ChristmasCard_2009.1.jar,Yes,560,2461,12589,2
voidious.Dookious_0.775c.jar,Yes,7139,27070,137592,28
ags.Glacier_0.2.2.jar,Yes,3120,15417,104358,38
racso.Crono_1.0.jar,No,0,4030,21606,6
metal.small.dna2.MCoolDNA_1.5.jar,No,0,32904,164111,54
robar.nano.BlackWidow_1.3.jar,Yes,118,248,2694,1
jk.mega.DrussGT_0.1.3.jar,Yes,942,4463,18333,4
pe.SandboxDT_2.71m.jar,No,0,33995,72337,20
cs.ags.Scarlet_1.1.jar,No,0,32738,208683,70
tcf.Drifter_29.jar,No,0,27612,108531,53
sheldor.micro.EpeeistMicro_1.8.2.jar,Yes,234,737,5650,2
sp.Megas.Trident_1.5.jar,No,0,5018,27844,6
jaw.KarenCain_0.11.jar,No,0,637,3358,1
rsalesc.melee.Monk_0.2.3b.jar,No,0,30394,156043,138
josago.Jorgito_0.12.jar,No,0,3420,17863,5
jk.melee.Neuromancer_4.4.jar,Yes,3369,19222,68287,25
gio.RealGioBot_1.0.jar,Yes,70,264,2311,1
voidious.Diamond_1.173.jar,Yes,5233,22864,127907,28
jk.mega.DrussGT_2.7.15.jar,Yes,7978,54030,137219,31
kid.test.NightFox_.2.jar,Yes,8429,40236,240949,59
voidious.mini.Komarious_1.485.jar,Yes,376,1491,9472,4
Legend.X_FireFly_1.3.jar,No,0,2785,11456,2
voidious.Diamond_1.8.20.jar,Yes,11442,49572,409064,107
voidious.Dookious_1.134.jar,Yes,7496,33609,167073,28
abc.Shadow_3.82k.jar,No,0,28502,83037,32
ry.VirtualGunExperiment_1.1.jar,No,0,4414,36739,15
ar.horizon.Horizon_1.2.jar,Yes,2547,8701,84433,30
axeBots.SilverSurfer_2.53.33fix.jar,Yes,11640,44357,249315,39
voidious.Dookious_1.543.jar,Yes,5235,21528,154709,70
fromHell.CHCl3_0.1.1.jar,No,0,5067,36264,13
abc.Shadow_3.81a.jar,No,0,30183,85777,32
darkcanuck.B26354_1.06.jar,No,0,36382,133418,53
ouroboros.dragon_0.0.1.jar,No,0,842,3871,1
oog.Acraepheus_2.1.jar,Yes,264,1352,5735,1
jk.melee.Neuromancer_3.5.jar,Yes,3074,17933,63389,24
wiki.mini.BlackDestroyer_0.9.0.jar,Yes,251,1428,9742,2
wompi.Wallaby_1.9.jar,Yes,332,745,5243,2
cs.Nene_MC44k7.jar,No,0,14660,82152,27
xander.cat.XanderCat_12.3.jar,Yes,15949,56071,514585,192
arthord.NanoSatanMelee_Beta.jar,Yes,80,247,1887,1
jk.precise.EnergyDome_1.3.jar,No,0,2808,8761,3
mn.CombatTeam_3.10.0.jar,No,0,24204,80398,0
tobe.Relativity_3.9.jar,Yes,1517,9731,50167,11
voidious.mini.Komarious_1.49.jar,Yes,377,1498,9479,4
apc.Colossus2_0.16.jar,No,0,3786,13781,1
voidious.mini.Komarious_1.753.jar,Yes,349,1492,8060,2
nat.nano.OcnirpSNG_1.1.jar,Yes,140,249,3234,1
lucasslf.Wiggins_0.4.jar,No,0,11561,88161,36
mn.micro.perceptual.Mimic_1.0.0.jar,No,0,399,2707,1
jk.mega.DrussGT_2.6.6.jar,Yes,7842,51995,155032,31
lucasslf.HariSeldon_0.1.jar,No,0,14556,113684,50
velas.Beta_2_0.jar,No,0,602,3764,1
kano.gamma.KanoGamma_1.8.jar,No,0,5221,26880,11
jk.precise.Wintermute_0.7.jar,Yes,3037,15015,78915,27
tjk.deBroglie_rev0070.jar,No,0,22404,127347,36
voidious.Diamond_1.32.jar,Yes,5994,26743,144393,30
voidious.mini.Komarious_1.78b.jar,No,0,1499,8179,2
spinnercat.mega.Tardis_1.2.jar,No,0,3119,16870,4
rdt199.Warlord_0.73.jar,No,0,10873,82631,34
conscience.Electron_1.3b.jar,No,0,244,2014,1
voidious.mini.BrokenSword_1.07.jar,Yes,300,1409,8565,3
sp.Megas.Trident_1.6.jar,No,0,4797,27255,6
lxx.Tomcat_3.27.jar,No,0,35480,331543,138
cb.mega.Firestarter_1.4.jar,No,0,12325,39775,21
nat.nano.Mysterious_1.0.jar,Yes,80,229,2117,1
aaa.SimpleBot_0.011.jar,No,0,2850,33373,9
mn.Combat_3.18.0.jar,No,0,27630,89430,55
lxx.Tomcat_3.41q.jar,No,0,41261,370215,158
voidious.mini.Komarious_1.85.jar,Yes,347,1458,8281,2
bayen.nut.Squirrel_1.615.jar,Yes,2754,13407,92592,43
voidious.micro.Jen_1.088.jar,Yes,186,733,4600,2
DBall.NUKE_0.1.jar,No,0,249,2086,1
jk.nano.Machete_2.0.jar,Yes,53,223,1782,1
xander.cat.XanderCat_10.21.jar,Yes,13628,47774,437092,168
lxx.Emerald_0.6.3.jar,No,0,215586,2144006,613
jk.mega.DrussGT_0.9.4.jar,Yes,2513,12839,56249,15
oog.melee.Capulet_1.0.jar,No,0,696,3961,1
suh.nano.Type04_1.00.jar,Yes,34,208,1813,1
jk.melee.Neuromancer_3.6.jar,Yes,3049,17739,63376,23
dsekercioglu.Rechner_1.08.jar,No,0,13408,92629,33
mld.DustBunny_4.0.jar,Yes,155,245,1902,1
jk.melee.Neuromancer_1.0.jar,Yes,2904,16538,74938,23
md.Pasta_1.1.jar,No,0,4767,16141,4
cb.nano.Coeur_1.0.jar,No,0,245,1461,1
gh.micro.GrubbmThree_0.9.jar,Yes,164,684,3974,1
voidious.micro.Jen_1.01.jar,Yes,211,742,5222,2
jk.melee.Neuromancer_5.9.jar,Yes,3791,23359,93020,30
strider.Festis_1.2.1.jar,No,0,241,1871,1
suh.mega.WaveSurferPG_1.02.jar,Yes,753,3015,33399,16
axeBots.HataMoto_3.09.jar,Yes,8950,27417,121659,17
voidious.Dookious_1.17.jar,Yes,7677,34912,171342,28
voidious.Diamond_1.10.jar,Yes,4825,21485,121234,28
voidious.Dookious_0.66.jar,Yes,7917,29177,134497,27
oog.MagicD2_1.0.jar,Yes,33,181,1714,1
lxx.Tomcat_3.52a.jar,No,0,43663,380255,152
oog.PricklyPear_1.0.5.jar,No,0,5019,21275,4
lxx.Tomcat_3.39.jar,No,0,42595,380051,160
aaa.SimpleBot_0.023d.jar,No,0,8410,64153,19
voidious.micro.Jen_1.071.jar,Yes,187,748,4631,2
simonton.beta.SimontiusClay_1.0.55.jar,Yes,3744,12925,93836,24
voidious.Lukious_1.05.jar,Yes,4877,19867,105261,26
jeremyreeder.collective.DuoLedByDroid_1.0.jar,Yes,999,5734,47469,12
divineomega.DivineBot_1.9.4.jar,No,0,15861,90437,25
pa3k.Viper_5.01.jar,No,0,35080,177207,76
pl.robocode.Pacyfista_1.0.jar,Yes,258,1083,8063,3
lmk.ACPFinal_0.1.jar,Yes,427,2663,14229,5
gre.svman4.Morfeas_1.6.jar,No,0,7135,55826,21
buba.Buba_0.2.jar,No,0,226,1506,1
sheldor.nano.Foilist_1.1.0.jar,Yes,196,249,3141,1
csp.Eagle_3.30.jar,Yes,550,2057,10605,2
ags.muse.GlacialHawk_1.7.jar,No,0,11873,86241,35
simonton.GFNano_D_3.1b.jar,Yes,134,249,2050,1
jk.mega.DrussGT_0.9.8.jar,Yes,2883,16388,65987,17
jk.mini.CunobelinDC_0.9.jar,Yes,504,1496,7344,2
zh.UnderDog_0.0.2.jar,No,0,6046,43840,10
rsalesc.roborio.Roborio_1.2.4.jar,No,0,37147,186992,135
sp.Megas.Trident_1.1.jar,No,0,4618,26348,6
gh.Griezel_0.4.jar,Yes,380,1928,9376,2
dummy.micro.HummingBird_2.14.jar,Yes,249,729,5098,2
voidious.Diamond_1.29.jar,Yes,5822,25667,141573,30
pa3k.Quark_1.02.jar,No,0,27772,175010,61
ao.T100_0.9.jar,No,0,3336,13626,4
dhn.Immortal_1.0.jar,No,0,513,4064,1
aaa.SimpleBot_0.023e.jar,No,0,8632,65875,19
jk.melee.Neuromancer_5.8c.jar,Yes,3768,23255,92741,30
mbro.BelajarBot_0.0.3.jar,Yes,84,434,2179,1
fowl3628800.LightningBolt_2.0.1.jar,No,0,4956,46152,12
jk.Waylander_0.1.10.jar,Yes,168,744,3672,1
exauge.LemonDrop_1.2.054.jar,No,0,502,3468,1
NG.LegatusLegionis_1.1.jar,Yes,40,219,1722,1
voidious.mini.Komarious_1.57.jar,Yes,351,1484,9375,4
trab.Crusader_0.1.7.jar,Yes,2320,9426,42417,14
voidious.Diamond_1.5.30.jar,Yes,8362,35425,209003,55
jk.melee.Neuromancer_3.1.jar,Yes,3028,17497,63222,23
zen.Lindada_0.2.jar,Yes,1115,3835,26328,9
lazarecki.PinkerStinker_0.3.jar,No,0,5919,53599,16
Legend.PillarStone_2.0.jar,No,0,1457,8733,2
rsalesc.mega.Knight_0.4.4b.jar,No,0,40900,223445,191
apv.MicroAspid_1.6.jar,No,0,738,3557,1
aw.Gilgalad_0.81.jar,No,0,13929,42943,22
lxx.Tomcat_3.21.jar,No,0,34819,330695,140
el.Attackr_0.1.jar,Yes,192,996,4791,1
gh.GrubbmGrb_0.9.1.jar,Yes,1268,6069,26217,5
jk.mega.DrussGT_1.0.10.jar,Yes,2944,16465,65893,17
tjk.deBroglie_rev0074.jar,Yes,5634,22042,129719,37
voidious.Dookious_1.534.jar,Yes,4848,19924,141509,61
simonton.nano.MeleeSeed_1.8.jar,Yes,135,246,1758,1
voidious.mini.Komarious_1.45.jar,Yes,382,1492,9416,4
voidious.Diamond_1.202.jar,Yes,5347,23522,130036,28
cs.Nene_MC51k7.jar,No,0,15716,89014,29
wompi.TassieDevils_1.2.jar,No,0,1070,7159,3
oa.weak.FlyMk1_0.1.jar,Yes,315,1449,7156,2
eem.EvBotNG_v2.3.jar,No,0,26636,167921,57
jk.mega.DrussGT_2.6.5.jar,Yes,7842,52463,155896,31
tjk.deBroglie_rev0068.jar,No,0,22431,126973,36
jgap.JGAP130166_1.0.jar,Yes,45,119,1598,1
SK.SimpleKiller_1.0.jar,No,0,173,1638,1
jk.mega.DrussGT_1.9.2b.jar,Yes,5176,34030,115871,30
trm.Wrekt_1.1.6.f.jar,No,0,12698,52474,26
gre.svman4.Leonidas_1.0.jar,No,0,4617,47631,25
emp.Yngwie_1.11.jar,No,0,19048,70684,17
ntc.Opposite_1.3.jar,No,0,246,1405,1
jk.mega.DrussGT_1.0.20NVBW.jar,Yes,3028,17177,68899,17
jk.melee.Neuromancer_5.1.jar,Yes,3652,21785,86740,30
omens.CannonfodderNano_1.3.jar,No,0,221,2026,1
daemons.DizzyA_1.0.jar.jar,No,0,196,1362,1
voidious.Diamond_1.7.29.jar,Yes,10901,48957,397310,109
pez.mini.VertiLeach_0.4.0.jar,Yes,288,1499,10168,2
bvh.mini.Mjolnir_0.3.jar,Yes,438,1484,13062,3
rsalesc.melee.Monk_0.3.2.jar,No,0,33413,171132,151
bvh.mini.Freya_0.55.jar,No,0,1487,8499,3
eem.EvBotNG_v9.4.jar,Yes,10252,46230,261083,78
nat.nano.Ocnirp_1.62.jar,Yes,292,250,3566,1
gh.twin.GrauwuarG_0.3.jar,Yes,605,1980,9337,3
techdude.Carruthers_1.2.5.jar,No,0,15358,136181,69
voidious.Diamond_1.35.jar,Yes,6773,30995,179422,47
xander.cat.XanderCat_11.9.2.jar,Yes,14314,50829,458910,172
xander.cat.Spitfire_1.2.jar,Yes,9223,31155,271474,98
oog.melee.CapuletDroid_1.0.jar,No,0,249,2164,1
shrub.Vapour_v159.jar,No,0,21098,157580,60
eem.EvBotNG_v8.8.jar,Yes,9827,44162,250630,77
aaa.ShieldBot_0.012b.jar,No,0,12912,124075,44
justin.DemonicRage_2.2a.jar,No,0,22714,113364,35
jekl.DarkHallow_0.84.3.jar,Yes,1187,5519,34487,10
zyx.mega.Newton_2.1.jar,Yes,2695,11518,107069,64
aaa.SimpleBot_0.023h.knn.b.jar,No,0,13314,99382,31
lxx.Tomcat_3.57d.jar,No,0,42144,368042,155
sheldor.micro.EpeeistMicro_1.8.3.jar,Yes,276,748,5777,2
cs.Nene_MC57k7.jar,Yes,3922,16790,93248,29
wompi.Wallaby_1.3.jar,Yes,206,749,3540,1
amc.ROBv202_1.01.jar,No,0,639,3970,1
conscience.Electron_1.3g.jar,No,0,246,1941,1
tjk.deBroglie_0.6.jar,Yes,1847,7837,39437,10
xander.cat.XanderCat_10.26.jar,Yes,13739,48205,439216,168
eem.IWillFireNoBullet_v1.4.jar,No,0,36712,235412,87
jk.mega.DrussGT_1.7.7.jar,Yes,5026,33896,111853,27
barontrozo.BaronTrozo_1.5.4.2.jar,No,0,14029,72897,21
mn.Combat_3.12.0.jar,No,0,24070,79463,50
mld.Moebius_2.9.1.jar,Yes,324,249,3467,1
cb.mega.Remedy_0.6.jar,No,0,27006,107829,46
voidious.Dookious_1.06.jar,Yes,7463,32804,161786,28
arthord.MannyPacquiao_Delta2.jar,No,0,249,1911,1
gh.twin.GrauwuarG_0.2.jar,Yes,600,1908,9755,3
dsekercioglu.Havoc_1.6.jar,No,0,5576,26761,5
apc.LeeroyJenkins_0.1.jar,No,0,1161,6510,1
voidious.Diamond_1.8.21.jar,Yes,11393,49261,407318,107
jangs.ns51_1.0.jar,No,0,203,1562,1
rsalesc.roborio.RoborioPorradeiro_1.1b.jar,No,0,8578,49914,24
pa3k.Viper_4.29.jar,No,0,34003,171557,74
cs.Mint_0.8.jar,No,0,14087,57572,29
xandercat.XanderCat_8.4.jar,Yes,12253,42238,398286,144
ary.micro.Weak_1.1.jar,No,0,749,4389,1
rampancy.micro.Epiphron_1.0.jar,No,0,743,4314,1
sqTank.waveSurfing.LionWWSVMvoid_0.01.jar,No,0,23155,88978,24
boe.Minerva_0.2.jar,No,0,3167,14129,1
voidious.Dookious_1.461.jar,Yes,4745,19491,139239,61
abc.tron3.Tron_3.02.jar,No,0,15715,66952,17
Bemo.Sweet30_1.6.1.jar,No,0,19428,88957,30
abc.Shadow_3.84f.jar,No,0,34073,106481,42
mld.Infinity_2.3.jar,Yes,234,246,2235,1
alpha.BlackIce_1.0.jar,Yes,419,2273,10082,4
stelo.PastFuture_2.1.2.jar,Yes,1181,6154,26961,4
aaa.ScalarBot_0.012k1.jar,No,0,38438,302113,109
robin.ScalpBotC_1.0.jar,Yes,58,87,1024,1
voidious.Dookious_1.20.jar,Yes,8160,35684,192532,47
jk.precise.Wintermute_0.6.jar,Yes,3034,14996,78909,27
voidious.Diamond_1.8.9.jar,Yes,11295,48479,403399,107
voidious.Diamond_1.8.11.jar,Yes,11303,48558,403657,107
dsekercioglu.WhiteFang_1.0.8.jar,No,0,6204,29476,11
rus.vv.Snezhok_1.0.jar,No,0,1248,5497,1
m3thos.Eva02_0.6.jar,Yes,678,3261,16706,3
kneels.nano.Derp_0.2.jar,No,0,248,2090,1
jr.Test0_1.0.jar,No,0,1778,12274,6
voidious.Dookious_1.30.jar,Yes,4605,19650,138091,61
cb.mega.Firestarter_1.5.jar,No,0,13035,41832,21
rsalesc.mega.Knight_0.4.jar,No,0,35764,188477,161
mn.Combat_3.23.1.jar,No,0,27978,90675,56
lrem.micro.SpikeSoldier_0.4.jar,No,0,748,3544,1
mld.LittleBlackBook_1.1.jar,Yes,403,248,9289,1
voidious.Diamond_1.5.38b.jar,Yes,9271,44075,277689,71
aaa.ScalarBot_0.012n1.9.jar,No,0,50936,411607,157
voidious.Dookious_1.361.jar,Yes,4775,20132,141781,62
pez.clean.Swiffer_0.2.9.jar,Yes,859,5532,31813,12
dsekercioglu.Rechner_1.09.jar,No,0,13843,95525,34
voidious.Diamond_1.5.34.jar,Yes,8473,36169,220143,55
divineomega.DivineBot_1.9.4.3.jar,No,0,16355,92004,25
dsekercioglu.SwordOfFire_1.0.jar,No,0,7234,50916,23
kc.mini.Vyper_0.11.jar,Yes,133,1498,7142,2
zyx.nano.BacillusComma_1.0.jar,Yes,61,248,1990,1
positive.Portia_1.19.jar,No,0,42501,116503,80
voidious.Diamond_1.5.2.jar,Yes,7825,36513,208638,53
davidalves.net.DuelistMicroMkII_1.1.jar,Yes,147,748,5418,2
jk.mega.DrussGT_1.6.16.jar,Yes,4936,32993,111178,27
voidious.Diamond_1.30.jar,Yes,5999,26778,144435,30
pez.rumble.CassiusClay_2rho.02f.jar,Yes,2195,11759,86042,28
jk.mega.DrussGT_0.8.5.jar,Yes,3060,15365,69105,19
jab.avk.ManuelGallegus_0.6.jar,No,0,9591,60947,28
voidious.Diamond_1.401.jar,Yes,7064,31586,184372,47
axeBots.Musashi_2.09.jar,Yes,13171,32975,177470,32
kinsen.nano.WhiteWhale_1.0.jar,No,0,248,19396,1
jk.mini.Cunobelin_0.2.1.jar,Yes,417,1499,7629,2
voidious.Robot001_1.0.1.jar,No,0,51532,426137,110
voidious.Dookious_0.85.jar,Yes,7278,28019,141608,27
kawigi.sbf.TidalWave_0.8.jar,No,0,7401,38015,0
japs.Serenity_1.0.jar,No,0,728,4053,1
jk.melee.Neuromancer_1.1.jar,Yes,2956,17144,76303,23
synapse.Watermelon_5.jar,No,0,7531,42162,14
cs.Nene_MC56k7.jar,No,0,16939,93562,29
voidious.micro.Jen_1.07.jar,Yes,189,741,4787,2
jk.mega.DrussGT_2.4.12.jar,Yes,6462,46314,139585,30
cs.ExclusionNano_1.4.jar,No,0,238,1621,1
jab.Togusa_0.1.jar,No,0,5821,45239,33
abc.Shadow_3.77b.jar,No,0,30562,86728,33
nat.nano.Ocnirp_1.3.jar,Yes,145,239,3186,1
qualidafial.MajorDick_1.0.1.jar,Yes,138,537,3411,1
jk.melee.Neuromancer_4.3MCa.jar,Yes,3358,19225,67977,25
xander.cat.XanderCat_10.23.jar,Yes,13740,48287,439392,168
wompi.Wallaby_4.8.jar,Yes,225,747,5099,1
kinsen.twin.SelcouthTeam_1.1.jar,No,0,1497,8173,0
jk.mega.DrussGT_1.6.4.jar,Yes,4668,31574,105668,27
tide.pear.Pear_0.53.jar,Yes,3861,9450,75127,38
tjk.deBroglie_rev0031.jar,Yes,4299,17413,105690,35
wompi.TassieDevils_1.5.jar,Yes,649,1888,12569,7
ags.micro.Carpet_1.1.jar,Yes,150,732,3966,1
jk.melee.Neuromancer_3.4.jar,Yes,3048,17804,63735,23
wompi.Wallaby_1.8.jar,Yes,294,748,4843,2
zyx.mega.YersiniaPestis_1.6.2.0.jar,Yes,3688,19792,128261,48
scheronimus.NanoScheroBot_1.0.jar,No,0,248,1861,1
sp.Megas.Trident_1.9.jar,No,0,4931,27125,5
ahr.ice.Ice_1.0.jar,Yes,1583,8013,67923,34
gm.GaetanoA_2.15.jar,No,0,14409,71408,39
jk.melee.Neuromancer_0.4.jar,Yes,2769,15610,72162,23
maribo.melee.BMV_0.1.jar,Yes,50,248,2305,1
ags.Midboss_1b.jar,No,0,23871,189150,82
lxx.Tomcat_3.50_opts3_9.jar,No,0,42680,382484,165
jk.melee.Neuromancer_5.2.1.jar,Yes,3640,21704,86997,29
theo.real.Ahab_1.0.jar,Yes,1872,10747,48570,8
altglass.Exterminans2oo8_Build0411.jar,Yes,1212,8543,35470,13
nat.nano.OcnirpPM_1.0.jar,Yes,245,241,3267,1
ags.rougedc.RougeDC_Classic.jar,Yes,4330,17882,154481,58
oog.micro.SavantMicro_1.0.jar,No,0,724,5362,1
conscience.Suicidal_1.1.jar,Yes,69,249,1722,1
voidious.Dookious_0.813.jar,Yes,7232,27534,142405,29
kc.nano.Splinter_1.2.jar,Yes,52,249,2063,1
zyx.mega.YersiniaPestis_1.8b.jar,Yes,3686,19249,125931,48
sos.SOS_1.0.jar,No,0,3417,26222,15
rdt.AgentSmith.AgentSmith_0.3.jar,No,0,22285,206331,93
loganom.FirstRobot_0.1.jar,No,0,234,1786,1
jcs.Megatron_1.2.jar,No,0,2943,16314,4
abc.Shadow_3.84.jar,No,0,32747,101237,33
apc.LeeroyJenkins2_0.9.jar,No,0,2293,12435,2
lxx.Tomcat_3.13.152.jar,No,0,34608,334756,138
voidious.Diamond_1.172.jar,Yes,5233,23006,128366,28
voidious.Dookious_1.26.jar,Yes,8561,37842,202667,49
divineomega.DivineBot_1.5.4.jar,No,0,6798,38315,11
